id,average_length(inches)),average_weight(inches)),habitat,ph_of_water,color,Gender,life_span
790,18.75,5.06,slowmovingwaters,6.3,Red_and_White_Bi_Color,TRUE,19.2
791,7.94,9.06,slowmovingwaters,6.2,Calico,TRUE,6.2
792,8.48,10.22,lakes,6.2,White,FALSE,1.1
793,13.72,5.93,idlewater,6.8,Reddish_Orange,FALSE,19.9
794,7.36,18.08,slowmovingwaters,6.9,White,TRUE,4.6
795,1.06,5.62,slowmovingwaters,6.4,Orange,FALSE,15
796,7.94,15.7,lakes,6.4,Calico,FALSE,11.7
797,4.66,2.75,slowmovingwaters,7.2,Reddish_Orange,FALSE,12.1
798,10.06,12.15,slowmovingwaters,6.6,Red_and_White_Bi_Color,TRUE,13.4
799,11.81,10.34,ponds,7.6,Orange,FALSE,13.1
800,1.26,2.23,slowmovingwaters,7,Orange,FALSE,23.8
801,14.22,4.52,idlewater,6.7,White,TRUE,25
802,15.33,8.81,ponds,6,Reddish_Orange,TRUE,24.4
803,12.48,11.14,ponds,7.9,Calico,TRUE,23.9
804,17.53,2.18,rivers,6.8,Red_and_White_Bi_Color,TRUE,15.1
805,2.26,10.68,slowmovingwaters,7.2,Calico,FALSE,23
806,4.55,8.74,rivers,6.9,Yellow,TRUE,18.4
807,15.99,5.09,lakes,6,Green_and_Chocolate,TRUE,17
808,13.55,18.94,ponds,7.2,Reddish_Orange,FALSE,13.5
809,11.5,12.96,lakes,7.8,Black_and_Orange,TRUE,19.8
810,18.16,12.83,rivers,7.4,Reddish_Orange,TRUE,6.2
811,19.89,15.76,ponds,7.2,Red_and_Silver,TRUE,15.7
812,2.55,10.54,slowmovingwaters,7.6,Green_and_Chocolate,TRUE,14.8
813,1.27,12.85,lakes,6.2,White,TRUE,7.7
814,13.7,9.54,ponds,7.2,Red_and_White_Bi_Color,TRUE,16.3
815,4.6,4.06,lakes,7.2,Black_and_Orange,FALSE,16.6
816,8.89,12.07,rivers,6.2,Red_and_Silver,TRUE,14
817,3.72,12.63,ponds,6.5,Black_and_Orange,FALSE,12
818,16.16,6.14,ponds,6.4,Red_and_White_Bi_Color,TRUE,18.4
819,5.87,12.95,idlewater,6.1,Calico,FALSE,13.2
820,11.33,11.02,lakes,8,Calico,TRUE,6.7
821,13.62,8.45,idlewater,6.7,Reddish_Orange,TRUE,12.8
822,13.16,12.04,lakes,7.5,Yellow,FALSE,10.9
823,18.15,15.62,idlewater,6.6,Yellow,TRUE,8.4
824,4.9,7.78,rivers,7.7,Orange,TRUE,8.2
825,9.12,5.63,rivers,7.8,Calico,TRUE,15.4
826,5.32,10.96,idlewater,6.2,Red_and_Silver,TRUE,21
827,13.17,5.57,ponds,6.6,Yellow,FALSE,3.8
828,6.13,4.56,ponds,6.5,Black_and_Orange,FALSE,16.9
829,6.63,18.08,rivers,6.2,Orange,FALSE,23.1
830,8.27,16.55,slowmovingwaters,7.6,Yellow,TRUE,19
831,6.99,12.84,ponds,6.8,Orange,TRUE,19.3
832,16.43,8.75,lakes,7.4,Orange,TRUE,15
833,12.12,12.11,idlewater,6.8,Calico,TRUE,18.8
834,15.56,17.55,idlewater,6.1,Reddish_Orange,FALSE,20.3
835,15.06,4.34,idlewater,7.9,Yellow,TRUE,25.8
836,2.85,17.11,ponds,7,Green_and_Chocolate,TRUE,6.5
837,19.75,5.82,lakes,7.7,White,FALSE,25.9
838,2.64,6.37,ponds,7.5,Orange,FALSE,21.3
839,6.38,3.91,rivers,6.6,Yellow,TRUE,8.3
840,10.5,17.53,lakes,6.5,Red_and_White_Bi_Color,FALSE,4.9
841,13.53,10.03,rivers,7.8,Red_and_Silver,FALSE,27
842,15.48,5.77,ponds,6.8,Reddish_Orange,TRUE,27.3
843,9.35,5.16,slowmovingwaters,8,Calico,TRUE,4.6
844,19.59,9.6,idlewater,7.7,Calico,TRUE,23.9
845,2.57,15.69,ponds,7.8,Orange,FALSE,9
846,17.49,7.41,lakes,7.6,Black_and_Orange,TRUE,27
847,1.82,12.58,lakes,7.2,Red_and_Silver,FALSE,9.2
848,14.94,16.57,idlewater,6.4,Red_and_White_Bi_Color,TRUE,19.3
849,18.75,11.65,rivers,7.7,Black_and_Orange,FALSE,7.6
850,5.39,14.44,idlewater,7.9,Red_and_Silver,FALSE,14.3
851,8.46,9.71,idlewater,6.4,White,TRUE,16
852,2.15,4.89,slowmovingwaters,7.9,Yellow,FALSE,12.3
853,15.07,2.11,lakes,7.5,Black_and_Orange,FALSE,23.5
854,2.8,6.47,idlewater,7.7,Red_and_Silver,TRUE,14.9
855,8.01,15.01,ponds,6.9,Red_and_Silver,FALSE,7
856,11.21,11.3,rivers,7.6,Black_and_Orange,FALSE,18.3
857,11.96,13.4,ponds,7.2,Green_and_Chocolate,FALSE,14.6
858,3.14,3.02,idlewater,7.6,Yellow,FALSE,13.1
859,10.15,4.2,idlewater,7.9,White,TRUE,13.9
860,8.42,7.56,ponds,6.9,Reddish_Orange,TRUE,11.2
861,14.01,17.51,ponds,7.8,Yellow,TRUE,18.9
862,6.91,17.27,slowmovingwaters,7,Green_and_Chocolate,TRUE,6.2
863,7.52,5.42,ponds,6.9,Red_and_Silver,FALSE,21.9
864,8.11,9.15,idlewater,7.3,Green_and_Chocolate,FALSE,24.4
865,15.08,2.74,slowmovingwaters,6.8,White,FALSE,18.9
866,12.42,12.65,slowmovingwaters,7.7,Yellow,TRUE,23
867,8.05,7.97,slowmovingwaters,7.8,Red_and_White_Bi_Color,FALSE,11
868,8.33,16.55,idlewater,7.3,Yellow,TRUE,4.9
869,3.18,13.79,rivers,7.7,Red_and_White_Bi_Color,FALSE,5.5
870,4.72,2.91,lakes,6.3,Yellow,TRUE,1.7
871,5.93,3.24,idlewater,7.5,Calico,FALSE,20.9
872,13.62,7.41,idlewater,6.8,Orange,TRUE,5.4
873,17.46,9.34,rivers,7.3,White,FALSE,4.5
874,13.04,15,idlewater,6.8,Reddish_Orange,TRUE,23.1
875,13.19,9.36,slowmovingwaters,6.9,Red_and_Silver,TRUE,15.1
876,18.3,17.12,rivers,6.6,Black_and_Orange,FALSE,11.8
877,2.99,14.86,lakes,7.4,White,FALSE,26.3
878,3.67,6.72,slowmovingwaters,6.6,Reddish_Orange,TRUE,16
879,12.8,12.96,lakes,7.1,Black_and_Orange,TRUE,2
880,1.37,7.17,idlewater,6.5,Green_and_Chocolate,TRUE,5.9
881,8.98,18.76,idlewater,6,Reddish_Orange,FALSE,15.2
882,14.72,16.84,slowmovingwaters,6.5,Yellow,TRUE,17.3
883,6.48,11.16,rivers,7,Yellow,TRUE,10.2
884,8.3,13.66,idlewater,7.3,Black_and_Orange,TRUE,21.1
885,11.89,8.74,slowmovingwaters,7,Red_and_White_Bi_Color,FALSE,8
886,10.39,18.55,idlewater,6.5,Red_and_White_Bi_Color,TRUE,4.4
887,8.05,3.53,idlewater,8,Reddish_Orange,FALSE,16
888,10.01,16.79,lakes,6.2,Red_and_Silver,TRUE,16.9
889,7.66,16.85,slowmovingwaters,7.8,Green_and_Chocolate,FALSE,3.4
890,13.37,10.66,slowmovingwaters,7.2,Yellow,FALSE,25.1
891,4.62,7.11,lakes,7.7,White,TRUE,3.2
892,8.38,13.75,ponds,7.2,Green_and_Chocolate,TRUE,14.2
893,15.35,8.41,ponds,6.4,Calico,TRUE,20
894,9.01,12.42,slowmovingwaters,6.1,Black_and_Orange,FALSE,2.9
895,13.21,9.42,rivers,6.7,Red_and_Silver,FALSE,1.9
896,5.19,3.21,rivers,6.5,Red_and_Silver,FALSE,16
897,8.82,12.45,lakes,6.2,Orange,TRUE,24.4
898,11.76,12.44,idlewater,6.6,Orange,FALSE,12.3
899,8.12,16.89,lakes,6.4,Red_and_Silver,TRUE,27.4
900,6.66,10.92,slowmovingwaters,6.4,Reddish_Orange,TRUE,3.9
901,2.72,5.32,slowmovingwaters,7.7,Green_and_Chocolate,FALSE,22.5
902,16.83,14.22,lakes,7,Green_and_Chocolate,TRUE,23.9
903,5.86,17.55,lakes,6.8,Black_and_Orange,FALSE,15.3
904,12.35,18.93,lakes,7.4,Reddish_Orange,TRUE,15.4
905,1.85,14.8,idlewater,7.7,Red_and_White_Bi_Color,FALSE,2.6
906,16.08,17.91,slowmovingwaters,6.5,Black_and_Orange,TRUE,7.9
907,8.93,16.22,ponds,6.4,Orange,TRUE,12.8
908,4.24,7.11,slowmovingwaters,6.4,Yellow,FALSE,20.9
909,12.31,10,lakes,7.3,Red_and_Silver,FALSE,11.6
910,10.21,18.83,rivers,6.8,Red_and_White_Bi_Color,FALSE,3.6
911,4.5,18.58,rivers,7.4,Green_and_Chocolate,TRUE,14.4
912,9.28,4.39,ponds,7,Red_and_Silver,TRUE,4.7
913,6.23,13.29,idlewater,7.3,Yellow,TRUE,1.1
914,15.41,11.43,lakes,6.9,White,TRUE,25.7
915,3.84,3.19,lakes,7.6,Yellow,TRUE,21.4
916,16.31,6.38,lakes,6.1,Red_and_Silver,TRUE,25.9
917,11.2,17.93,lakes,7.7,Reddish_Orange,FALSE,24.9
918,1.03,2.57,slowmovingwaters,7,Green_and_Chocolate,FALSE,20.1
919,4.5,5.67,rivers,8,Green_and_Chocolate,TRUE,5.6
920,4.9,2.74,lakes,7.8,Reddish_Orange,FALSE,22
921,13.55,4.39,ponds,6.1,Yellow,FALSE,7
922,14.44,14.8,ponds,7.4,Yellow,TRUE,23
923,7.49,14.42,idlewater,6.6,Green_and_Chocolate,FALSE,20.2
924,5.05,13.59,ponds,6.1,Red_and_Silver,TRUE,18.3
925,4.94,13.11,lakes,7,Yellow,TRUE,18.8
926,2.01,13.3,slowmovingwaters,6.4,White,TRUE,19.3
927,18.71,11.92,lakes,6.1,Calico,FALSE,11.3
928,7.12,4.38,idlewater,7.4,Green_and_Chocolate,TRUE,7.6
929,4.04,17.16,lakes,7.7,Red_and_Silver,FALSE,10.9
930,16.55,11.82,lakes,7,Green_and_Chocolate,FALSE,11.5
931,4.07,6.85,slowmovingwaters,6.8,Green_and_Chocolate,FALSE,24.2
932,5.25,14.73,slowmovingwaters,6.4,Calico,TRUE,20.3
933,15.47,18.01,rivers,6,Red_and_Silver,TRUE,26.2
934,14.97,9.5,lakes,6.7,White,TRUE,15.3
935,7.1,5.09,rivers,6.7,White,TRUE,17.7
936,12.38,18.39,ponds,6.8,Green_and_Chocolate,FALSE,18.4
937,18.2,6.5,ponds,6.8,Reddish_Orange,FALSE,11.5
938,10.32,13.57,rivers,7,Yellow,TRUE,5.4
939,2.7,4.53,lakes,7.1,White,FALSE,7.1
940,2.1,18.84,rivers,7.7,Red_and_Silver,TRUE,15.9
941,4.19,4.5,ponds,7.9,Red_and_Silver,FALSE,15.9
942,18.08,7.13,lakes,7.8,Green_and_Chocolate,TRUE,5.7
943,10.4,3.69,ponds,7.8,Red_and_Silver,FALSE,10.4
944,1.66,5.47,ponds,7.5,Reddish_Orange,TRUE,27.7
945,16.04,16.42,ponds,6.2,Orange,FALSE,27.1
946,10.32,4.71,slowmovingwaters,6,Black_and_Orange,TRUE,7.7
947,11.86,12.36,ponds,8,Red_and_Silver,FALSE,9
948,6.91,3.79,slowmovingwaters,7.2,Green_and_Chocolate,FALSE,18.9
949,8.18,13.89,lakes,7.3,White,FALSE,11.3
950,3.38,5.52,idlewater,6.2,Red_and_White_Bi_Color,FALSE,26.9
951,3.85,12.85,idlewater,6.1,Red_and_Silver,FALSE,4.7
952,15.78,8.78,ponds,7.2,Red_and_Silver,FALSE,11
953,7.39,2.67,idlewater,6.7,Reddish_Orange,TRUE,21.2
954,7.43,5.21,rivers,7.7,Yellow,TRUE,5.8
955,15.04,2.64,slowmovingwaters,6.1,Reddish_Orange,TRUE,17.1
956,14.63,12.01,rivers,7.5,Red_and_Silver,TRUE,20.5
957,9.85,7.02,lakes,6.1,Red_and_Silver,FALSE,5.6
958,2.28,3.87,idlewater,7.9,Orange,TRUE,2.1
959,14.26,4.81,rivers,7.8,Calico,FALSE,3.1
960,15,4.04,slowmovingwaters,7.6,Red_and_Silver,FALSE,4.2
961,13.76,15.42,slowmovingwaters,7.5,Black_and_Orange,TRUE,13.5
962,16.72,10.1,lakes,6.6,Red_and_Silver,TRUE,1.3
963,6.6,16.79,idlewater,7.1,Black_and_Orange,TRUE,3.2
964,10.66,17.57,lakes,7.9,Orange,TRUE,5.9
965,5.54,10.08,lakes,7.5,Green_and_Chocolate,TRUE,13.5
966,6.34,11.41,rivers,7.1,Green_and_Chocolate,FALSE,21.6
967,18.22,4.62,lakes,7.4,White,FALSE,16.4
968,7.51,10.7,idlewater,7.7,Black_and_Orange,FALSE,8.9
969,17.63,17.24,rivers,6.3,Green_and_Chocolate,FALSE,24.4
970,19.38,5.43,rivers,6.9,Orange,TRUE,19.9
971,17.25,5.96,rivers,6.6,Yellow,TRUE,14.8
972,11.07,2.73,slowmovingwaters,6.6,Calico,FALSE,16.7
973,3.17,2.92,idlewater,7.3,Black_and_Orange,TRUE,8.9
974,10.38,2.34,ponds,6.3,Red_and_White_Bi_Color,TRUE,27.3
975,13.2,6.35,rivers,7.7,Yellow,FALSE,25.3
976,13.55,6.24,rivers,6.3,Orange,FALSE,6.4
977,2.43,16.14,idlewater,7.5,Orange,TRUE,19.8
978,16.06,9.23,lakes,7.6,Orange,FALSE,5
979,19.02,15.4,ponds,6.5,Reddish_Orange,TRUE,25.5
980,15.97,18.41,lakes,6.5,Orange,FALSE,18.7
981,5.01,6.45,ponds,6.6,Orange,TRUE,9.4
982,11.92,8.78,idlewater,6.3,Orange,TRUE,23.7
983,14.15,17.34,idlewater,7.6,Green_and_Chocolate,TRUE,1.8
984,1.54,3.67,lakes,7.6,Yellow,FALSE,11.4
985,8.35,7.4,rivers,7.3,Reddish_Orange,TRUE,9.1
986,18.04,16.88,lakes,8,White,TRUE,16.9
987,16.81,8.8,idlewater,6.8,Calico,TRUE,16.5
988,13.72,15.24,ponds,7,Calico,TRUE,8
989,17.97,4.35,slowmovingwaters,6.5,Red_and_Silver,TRUE,27.3
990,7.45,15.29,lakes,8,Green_and_Chocolate,TRUE,2.4
991,2.24,15.41,lakes,7,Orange,FALSE,19.3
992,3.55,5.73,idlewater,6.7,Yellow,FALSE,20.2
993,10.48,2.14,lakes,7.3,Yellow,TRUE,12.8
994,5.92,10.35,idlewater,7.8,Green_and_Chocolate,FALSE,6.1
995,14.69,18.7,idlewater,6.7,Green_and_Chocolate,TRUE,20.8
996,11.03,16.87,idlewater,6.4,Red_and_Silver,TRUE,9.7
997,9.08,14.03,lakes,6.2,Red_and_Silver,FALSE,15.5
998,2.94,3.8,slowmovingwaters,7.9,Reddish_Orange,FALSE,5.7
999,11.03,12.29,ponds,6.2,Green_and_Chocolate,FALSE,1.8
1000,2.12,13.36,slowmovingwaters,7.4,Reddish_Orange,FALSE,23.6
1001,19.7,6.61,slowmovingwaters,7.1,Black_and_Orange,FALSE,1.7
1002,18.66,6.85,slowmovingwaters,7,Yellow,FALSE,19.5
1003,2.14,18.2,slowmovingwaters,6.7,Yellow,TRUE,8
1004,12.59,7.8,ponds,7.8,White,FALSE,17
1005,13.74,17.53,idlewater,6.4,Calico,FALSE,5.6
1006,13.75,15.41,lakes,7,Yellow,TRUE,25.4
1007,16.54,11.43,slowmovingwaters,6.1,Black_and_Orange,FALSE,24.1
1008,18.65,7.17,ponds,6.8,Green_and_Chocolate,FALSE,25.4
1009,10.99,5.61,slowmovingwaters,6.2,Calico,FALSE,6.4
1010,2.97,8.88,rivers,6.2,Calico,FALSE,26.7
1011,15.15,8.65,slowmovingwaters,6.5,Reddish_Orange,FALSE,26.2
1012,10.9,10.67,rivers,6.8,Yellow,TRUE,17.9
1013,15.62,11.88,ponds,6.1,Black_and_Orange,FALSE,10.9
1014,19.58,13.98,idlewater,7.9,Red_and_Silver,TRUE,20
1015,3.4,7.69,rivers,7.1,Calico,FALSE,16.5
1016,18.09,10.41,ponds,7.7,Red_and_Silver,TRUE,20.8
1017,16.63,2.22,idlewater,7.3,Calico,TRUE,22.8
1018,2.62,2.4,lakes,6.9,Black_and_Orange,TRUE,7.6
1019,3.22,6.65,ponds,7.6,Red_and_White_Bi_Color,FALSE,1.2
1020,11.78,17.05,ponds,6.3,Black_and_Orange,FALSE,20.4
1021,16.44,6.69,ponds,8,Calico,TRUE,19.6
1022,12.23,8.4,idlewater,6.9,Yellow,TRUE,17.8
1023,5.14,13.71,lakes,6.5,Yellow,FALSE,26.6
1024,2.77,4.89,lakes,6.4,Black_and_Orange,FALSE,12.8
1025,1,11.13,idlewater,6.5,Reddish_Orange,TRUE,9.3
1026,20,12.18,rivers,6.9,Calico,FALSE,9.2
1027,4.43,4.81,lakes,7.3,Red_and_Silver,TRUE,24.8
1028,17.76,17.16,rivers,6.1,Red_and_Silver,TRUE,15.7
1029,19.54,3.01,slowmovingwaters,6.9,Red_and_Silver,TRUE,19.6
1030,17.45,12.4,slowmovingwaters,7.1,Green_and_Chocolate,TRUE,19.7
1031,1.51,8.82,lakes,6.3,Yellow,FALSE,6.4
1032,12.23,8.07,slowmovingwaters,6.5,Black_and_Orange,,15.5
1033,16.04,5.95,lakes,7.3,Orange,TRUE,16
1034,9.13,18.39,idlewater,7.5,White,TRUE,4.2
1035,9.04,13.37,rivers,6.4,Reddish_Orange,FALSE,12.7
1036,11.61,17.52,ponds,6.8,White,FALSE,9.2
1037,14.34,3.93,idlewater,7.2,Green_and_Chocolate,TRUE,1
1038,18.56,9.89,idlewater,7.9,White,TRUE,6.4
1039,19.46,6.61,slowmovingwaters,6.9,Black_and_Orange,FALSE,13.6
1040,11.26,10.53,idlewater,6.8,Calico,TRUE,26.8
1041,7.95,3.04,slowmovingwaters,7.1,White,FALSE,20.7
1042,17.92,3.66,lakes,6.5,Yellow,FALSE,16.2
1043,10.2,17.12,ponds,7.2,Calico,FALSE,25
1044,8.92,15.81,ponds,6.7,Green_and_Chocolate,FALSE,16.4
1045,9.75,6.93,lakes,6.4,Reddish_Orange,FALSE,2.7
1046,20,17.61,lakes,7.4,Orange,TRUE,13.5
1047,7,10.57,lakes,7.4,Red_and_White_Bi_Color,TRUE,8.3
1048,7.1,11.63,slowmovingwaters,6.6,Black_and_Orange,FALSE,22.2
1049,8.16,8.6,ponds,7.3,Green_and_Chocolate,FALSE,1.2
1050,8.82,6.88,lakes,6.1,Red_and_Silver,TRUE,27.2
1051,1.33,9.64,slowmovingwaters,7.7,Green_and_Chocolate,FALSE,17.1
1052,10.33,15.34,rivers,7.1,Black_and_Orange,FALSE,15.8
1053,17.1,5.76,ponds,7.3,Black_and_Orange,TRUE,7.9
1054,1.09,16.13,idlewater,6,Calico,TRUE,19.6
1055,13.3,6.42,lakes,6,Reddish_Orange,FALSE,17.5
1056,11.9,5.88,lakes,7.6,Reddish_Orange,FALSE,13.8
1057,13.84,7.24,slowmovingwaters,6.6,Calico,FALSE,16.9
1058,1.51,18.56,idlewater,8,Reddish_Orange,TRUE,16
1059,12.87,14.83,rivers,6.6,Green_and_Chocolate,TRUE,27.4
1060,14.25,16.23,rivers,7.1,Yellow,FALSE,17.9
1061,18.4,14.23,idlewater,6.5,Yellow,TRUE,18.8
1062,17.78,4.91,slowmovingwaters,7.2,White,TRUE,14.4
1063,4.69,15.64,lakes,6.3,Red_and_White_Bi_Color,TRUE,2.4
1064,16.3,17.58,lakes,6.9,Orange,TRUE,26.5
1065,5.92,9.55,lakes,7.4,Green_and_Chocolate,TRUE,23.3
1066,18.06,10,ponds,6.4,Red_and_White_Bi_Color,FALSE,26.2
1067,19.98,10.1,rivers,6.8,Green_and_Chocolate,TRUE,10.3
1068,8.89,8.71,slowmovingwaters,7.1,Orange,TRUE,5.6
1069,18.51,11.63,rivers,6.4,White,FALSE,7
1070,4.88,10.82,idlewater,6.1,Red_and_Silver,TRUE,17.6
1071,17.89,9.09,rivers,7.8,Red_and_Silver,FALSE,5.6
1072,13.02,8.68,rivers,7.7,Green_and_Chocolate,FALSE,10.9
1073,13.44,12.74,lakes,7,Yellow,TRUE,21.6
1074,11.9,4.13,slowmovingwaters,6.6,Black_and_Orange,FALSE,16.7
1075,16.9,2.99,lakes,6.9,Calico,FALSE,1.8
1076,15.27,11.54,idlewater,6.2,Black_and_Orange,FALSE,22
1077,18.2,17.83,idlewater,7.5,White,TRUE,6.2
1078,3.04,12.11,lakes,6.1,Black_and_Orange,TRUE,16.5
1079,8.63,3.7,idlewater,6.3,Green_and_Chocolate,FALSE,8.5
1080,13.3,3.81,slowmovingwaters,6.9,Yellow,TRUE,25.5
1081,4.39,2.44,slowmovingwaters,6.9,Red_and_White_Bi_Color,TRUE,19.4
1082,16.96,17.1,ponds,7.4,Green_and_Chocolate,TRUE,8.5
1083,11.07,14.62,ponds,6.9,Green_and_Chocolate,TRUE,22.5
1084,3.55,13.69,idlewater,6.4,Yellow,FALSE,8.5
1085,3.99,10.51,lakes,7.9,Yellow,TRUE,27.1
1086,11.17,8.89,idlewater,6.8,Yellow,TRUE,20.4
1087,9.45,6.57,ponds,6.1,Yellow,FALSE,9.8
1088,5.37,8.43,idlewater,6.2,Red_and_Silver,TRUE,19.9
1089,7.56,7.8,ponds,6,Red_and_White_Bi_Color,TRUE,4.8
1090,18.19,17.55,rivers,7.4,Reddish_Orange,TRUE,24.8
1091,1.12,5.94,lakes,6.2,Yellow,FALSE,18
1092,18.13,14.35,idlewater,6.7,Orange,FALSE,4.8
1093,10.19,3.92,slowmovingwaters,6.1,White,TRUE,24.8
1094,8.66,14.15,slowmovingwaters,6.9,Red_and_White_Bi_Color,FALSE,5.2
1095,16.44,10.09,rivers,6.8,Black_and_Orange,TRUE,16.9
1096,9.57,13.21,slowmovingwaters,7.1,Reddish_Orange,FALSE,19.1
1097,16.89,10.94,lakes,6.3,Red_and_White_Bi_Color,FALSE,8.4
1098,13.45,4.73,rivers,7.5,Calico,FALSE,18.1
1099,5.85,18.68,ponds,6.7,Reddish_Orange,FALSE,21.6
1100,5.32,2.27,idlewater,7.4,Red_and_White_Bi_Color,TRUE,2.9
1101,8.98,13.67,ponds,7.6,Calico,FALSE,23
1102,16.08,14.27,ponds,6.6,Reddish_Orange,TRUE,22.8
1103,10.98,11.99,slowmovingwaters,7.4,Black_and_Orange,TRUE,9.9
1104,18.05,6.84,rivers,6.4,Red_and_Silver,FALSE,16.2
1105,5.15,18.08,ponds,6.6,Calico,TRUE,3.5
1106,14.62,11.41,lakes,7,Red_and_Silver,FALSE,12.1
1107,13.54,8.3,lakes,7.5,Orange,TRUE,3.6
1108,17.03,10.07,rivers,6.4,Green_and_Chocolate,TRUE,17
1109,18.21,16.81,slowmovingwaters,7.3,Red_and_White_Bi_Color,FALSE,22.8
1110,11.86,8.72,slowmovingwaters,7.4,Green_and_Chocolate,FALSE,12.6
1111,1.69,8.25,idlewater,6.6,Reddish_Orange,FALSE,5.6
1112,10.39,9.83,ponds,7,Reddish_Orange,FALSE,11.6
1113,2.9,2.59,lakes,6.5,Reddish_Orange,FALSE,9.1
1114,10.89,16.75,lakes,7.2,Reddish_Orange,TRUE,9.8
1115,8.46,10.61,lakes,6.9,White,TRUE,20.1
1116,18.35,3.25,rivers,7.4,Yellow,TRUE,6
1117,11.86,13.67,ponds,6.3,Yellow,TRUE,14.8
1118,15.09,16.04,lakes,7.7,Yellow,FALSE,9.7
1119,18.51,5.41,idlewater,6.6,Calico,TRUE,5.2
1120,19.01,17.49,lakes,7,Red_and_Silver,TRUE,9.8
1121,11.9,11.26,lakes,7.5,Red_and_White_Bi_Color,TRUE,8.8
1122,11.33,16.96,ponds,6.7,Yellow,FALSE,22.3
1123,11.7,15.79,idlewater,7.4,Yellow,,6.7
1124,12.11,7.22,idlewater,7.9,Black_and_Orange,TRUE,23.2
1125,3.17,8.13,lakes,7,Yellow,FALSE,24.4
1126,14.79,6.61,slowmovingwaters,7.6,Calico,FALSE,28
1127,18.01,13.65,idlewater,6.4,Reddish_Orange,,9.2
1128,10.16,17.29,idlewater,6.9,White,TRUE,10.3
1129,8.68,4.33,rivers,7.9,Orange,TRUE,21.6
1130,8.06,10.36,slowmovingwaters,6.6,Yellow,FALSE,17.9
1131,12.65,18.27,slowmovingwaters,7,Black_and_Orange,FALSE,24.3
1132,8.07,10.88,slowmovingwaters,7.1,Reddish_Orange,FALSE,23.7
1133,7.11,5.02,lakes,6.1,Yellow,TRUE,16.9
1134,16.03,2.4,idlewater,6.5,White,TRUE,25.3
1135,13.29,7.37,idlewater,6.1,Red_and_White_Bi_Color,TRUE,4
1136,5.79,13.09,slowmovingwaters,6.2,Green_and_Chocolate,TRUE,14.2
1137,15.88,8.01,rivers,7.4,Green_and_Chocolate,FALSE,24.9
1138,7.52,10.19,ponds,8,Green_and_Chocolate,FALSE,12.1
1139,2.68,13.45,lakes,8,Green_and_Chocolate,FALSE,5
1140,6.76,12.11,idlewater,6.2,Red_and_White_Bi_Color,FALSE,17.6
1141,1.29,17.13,ponds,6.1,Yellow,FALSE,20.9
1142,11.87,3.8,ponds,7.5,Orange,TRUE,17.7
1143,3.81,16.36,ponds,7.5,Red_and_White_Bi_Color,FALSE,16.8
1144,15.45,17.24,ponds,6.9,Black_and_Orange,FALSE,4.7
1145,18.07,18.06,rivers,6.6,Red_and_Silver,TRUE,18.8
1146,6.48,8.34,rivers,6,Red_and_White_Bi_Color,FALSE,26.6
1147,18.67,10.9,idlewater,6.2,Yellow,TRUE,11.9
1148,4.64,7.18,rivers,7.2,Reddish_Orange,FALSE,6.5
1149,13.58,18.84,rivers,7.3,Red_and_White_Bi_Color,TRUE,17.4
1150,14.63,5.16,lakes,7.9,Red_and_Silver,TRUE,13.4
1151,17.15,11.26,ponds,6.6,Orange,FALSE,22.9
1152,1.03,9.9,rivers,6.4,Green_and_Chocolate,FALSE,3.3
1153,9.6,12.52,rivers,6.3,White,TRUE,3.1
1154,6.29,18.89,slowmovingwaters,6.6,Reddish_Orange,FALSE,7.5
1155,18.29,11.21,rivers,7.3,Red_and_White_Bi_Color,TRUE,2
1156,6.55,4.24,rivers,7,Red_and_Silver,FALSE,27.3
1157,15.93,16.99,idlewater,6.7,Red_and_Silver,TRUE,5.4
1158,9.68,8.72,ponds,7.8,Orange,FALSE,25.2
1159,16.71,9.54,lakes,7.7,Orange,TRUE,4.8
1160,3.06,15.01,idlewater,6.5,White,FALSE,4.3
1161,16.92,9.71,slowmovingwaters,6.4,Red_and_White_Bi_Color,TRUE,23.9
1162,14.87,8.84,idlewater,7.8,Green_and_Chocolate,,9.1
1163,7.39,5.93,rivers,6.7,Black_and_Orange,FALSE,21.8
1164,12.5,4.61,lakes,6.3,Orange,TRUE,8.6
1165,19.53,13.57,rivers,7.2,Yellow,TRUE,5.4
1166,4.95,17.1,rivers,6.7,Red_and_White_Bi_Color,TRUE,26.7
1167,5.79,13.01,rivers,7.4,Green_and_Chocolate,FALSE,9.5
1168,7.98,14.29,ponds,6.3,Yellow,FALSE,22.8
1169,13.27,10.75,slowmovingwaters,6.1,Orange,FALSE,23.8
1170,8.61,13.23,rivers,7.5,Red_and_White_Bi_Color,FALSE,18.2
1171,1.66,5.32,slowmovingwaters,7.8,Red_and_Silver,TRUE,10.9
1172,14.9,2.87,ponds,7.4,Orange,TRUE,15
1173,14.53,11.2,rivers,6.3,Reddish_Orange,FALSE,21.3
1174,19.65,11.77,slowmovingwaters,6.3,Calico,TRUE,23.8
1175,3.2,13.55,slowmovingwaters,7.4,White,,15.2
1176,18.65,10.42,slowmovingwaters,7.4,Reddish_Orange,TRUE,11.7
1177,14.47,18.56,idlewater,7.7,Calico,FALSE,8.6
1178,3.75,6.79,ponds,7.2,Green_and_Chocolate,TRUE,19.7
1179,1.72,8.98,rivers,6.6,Red_and_Silver,FALSE,25.6
1180,4.37,16.16,idlewater,6.9,White,TRUE,13.5
